Id,Processor_Manufacturer,Processor,GPU_Manufacturer,Memory_Capacity,Memory_Type,Price_Original
895,AMD,Radeon RX 560,Gigabyte,2.00000,GDDR5,100.0900000000
896,AMD,Radeon RX 560,Gigabyte,4.00000,GDDR5,110.5700000000
897,AMD,Radeon RX 560,MSI,2.00000,GDDR5,104.99
898,AMD,Radeon RX 560,MSI,4.00000,GDDR5,102.9900000000
899,AMD,Radeon RX 560,PowerColor,2.00000,GDDR5,102.5600000000
900,AMD,Radeon RX 560,PowerColor,4.00000,GDDR5,106.5500000000
901,AMD,Radeon RX 560,Sapphire,2.00000,GDDR5,100.0900000000
902,AMD,Radeon RX 560,Sapphire,4.00000,GDDR5,100.0700000000
903,AMD,Radeon RX 560,XFX,2.00000,GDDR5,108.0700000000
904,AMD,Radeon RX 560,XFX,4.00000,GDDR5,100.9000000000
905,AMD,Radeon RX 570,Aorus,4.00000,GDDR5,164.4900000000
906,AMD,Radeon RX 570,Asus,4.00000,GDDR5,169.0700000000
907,AMD,Radeon RX 570,Gigabyte,4.00000,GDDR5,159.7200000000
908,AMD,Radeon RX 570,Gigabyte,8.00000,GDDR5,454.7300000000
909,AMD,Radeon RX 570,MSI,4.00000,GDDR5,168.9900000000
910,AMD,Radeon RX 570,MSI,8.00000,GDDR5,219.9900000000
911,AMD,Radeon RX 570,PowerColor,4.00000,GDDR5,158.1900000000
912,AMD,Radeon RX 570,PowerColor,8.00000,GDDR5,359.9900000000
913,AMD,Radeon RX 570,Sapphire,4.00000,GDDR5,153.4700000000
914,AMD,Radeon RX 570,Sapphire,8.00000,GDDR5,1981.7900000000
915,AMD,Radeon RX 570,XFX,4.00000,GDDR5,178.9350000000
916,AMD,Radeon RX 570,XFX,8.00000,GDDR5,363.9000000000
917,AMD,Radeon RX 580,Aorus,4.00000,GDDR5,187.2000000000
918,AMD,Radeon RX 580,Aorus,8.00000,GDDR5,1239.8900000000
919,AMD,Radeon RX 580,Asus,4.00000,GDDR5,204.9800000000
920,AMD,Radeon RX 580,Asus,8.00000,GDDR5,1179.8800000000
921,AMD,Radeon RX 580,Gigabyte,4.00000,GDDR5,1239.8900000000
922,AMD,Radeon RX 580,Gigabyte,8.00000,GDDR5,1139.9800000000
923,AMD,Radeon RX 580,MSI,4.00000,GDDR5,199.8900000000
924,AMD,Radeon RX 580,MSI,8.00000,GDDR5,1119.9400000000
925,AMD,Radeon RX 580,PowerColor,4.00000,GDDR5,183.4700000000
926,AMD,Radeon RX 580,PowerColor,8.00000,GDDR5,211.7800000000
927,AMD,Radeon RX 580,Sapphire,4.00000,GDDR5,170.2300000000
928,AMD,Radeon RX 580,Sapphire,8.00000,GDDR5,1061.9100000000
929,AMD,Radeon RX 580,XFX,4.00000,GDDR5,185.5000000000
930,AMD,Radeon RX 580,XFX,8.00000,GDDR5,157.0000000000
931,AMD,Radeon RX Vega 56,Asus,8.00000,HBM2,559.99
932,AMD,Radeon RX Vega 56,Gigabyte,8.00000,HBM2,1199.0000000000
933,AMD,Radeon RX Vega 56,MSI,8.00000,HBM2,1002.9600000000
934,AMD,Radeon RX Vega 56,PowerColor,8.00000,HBM2,349.99
935,AMD,Radeon RX Vega 56,Sapphire,8.00000,HBM2,1013.9900000000
936,AMD,Radeon RX Vega 56,XFX,8.00000,HBM2,1199.0000000000
937,AMD,Radeon RX Vega 64,AMD,16.00000,HBM2,1000.3100000000
938,AMD,Radeon RX Vega 64,Asus,8.00000,HBM2,1002.5000000000
939,AMD,Radeon RX Vega 64,Gigabyte,8.00000,HBM2,1002.0000000000
940,AMD,Radeon RX Vega 64,HIS,8.00000,HBM2,544.8109090909
941,AMD,Radeon RX Vega 64,MSI,8.00000,HBM2,1000.8333333333
942,AMD,Radeon RX Vega 64,PowerColor,8.00000,HBM2,455.9900000000
943,AMD,Radeon RX Vega 64,Sapphire,8.00000,HBM2,1003.9000000000
944,AMD,Radeon RX Vega 64,XFX,8.00000,HBM2,1399.0000000000
945,AMD,Radeon Vega Frontier Edition,AMD,16.00000,HBM2,1054.6400000000
946,AMD,Radeon X1300,AMD,.25000,GDDR2,18
947,AMD,Radeon X1300,AMD,.50000,GDDR2,18
948,AMD,Radeon X1300,Sapphire,.50000,GDDR2,79.14
949,AMD,Radeon X1550,Sapphire,.25000,GDDR2,59.99
950,AMD,Radeon X1600,AMD,.25000,GDDR2,18
951,AMD,Radeon X1600,Gigabyte,.25000,GDDR2,75.59
952,AMD,Radeon X1600,Sapphire,.25000,GDDR,59.94
953,AMD,Radeon X1650,AMD,.25000,GDDR3,95.99
954,AMD,Radeon X1650,Asus,.25000,GDDR3,7.49
955,AMD,Radeon X1650,Gigabyte,.25000,GDDR3,55.14
956,AMD,Radeon X1650,MSI,.25000,GDDR3,79.14
957,AMD,Radeon X1650,Sapphire,.25000,GDDR3,59.94
958,AMD,Radeon X1650,Sapphire,.50000,GDDR,55.14
959,AMD,Radeon X1800,Asus,.50000,GDDR3,334.79
960,AMD,Radeon X1900,Gigabyte,.50000,GDDR3,257.99
961,AMD,Radeon X1950,AMD,.25000,GDDR3,82.74
962,AMD,Radeon X1950,AMD,1.00000,GDDR3,251.94
963,AMD,Radeon X1950,Asus,.25000,GDDR3,7.99
964,AMD,Radeon X1950,Connect3D,.50000,GDDR4,239.94
965,AMD,Radeon X1950,MSI,.25000,GDDR3,119.94
966,AMD,Radeon X1950,MSI,.50000,GDDR3,143.94
967,AMD,Radeon X1950,PowerColor,.25000,GDDR3,187.14
968,AMD,Radeon X1950,Sapphire,.25000,GDDR3,92.39
969,AMD,Radeon X1950,Sapphire,.50000,GDDR4,170.0000000000
970,AMD,Radeon X300,AMD,.12500,GDDR,12
971,AMD,Radeon X300,Connect3D,.12500,GDDR,35.46
972,AMD,Radeon X300,Sapphire,.12500,GDDR,43.14
973,AMD,Radeon X550,AMD,.25000,GDDR,9.6
974,AMD,Radeon X550,Asus,.25000,GDDR,40.74
975,Matrox,Millennium G550,Matrox,.03125,GDDR,100.0000000000
976,Matrox,Millennium P650,Matrox,.12500,GDDR,39.27
977,Matrox,Millennium P690,Matrox,.12500,GDDR2,103.1100000000
978,Matrox,Millennium P690,Matrox,.25000,GDDR2,109.2500000000
979,Matrox,Matrox Unknown,Matrox,.50000,GDDR2,10.8800000000
980,Matrox,Matrox Unknown,Matrox,1.00000,GDDR2,100.0400000000
981,Matrox,Matrox Unknown,Matrox,1.00000,GDDR3,123.3300000000
982,Matrox,Matrox Unknown,Matrox,2.00000,GDDR2,1215.2300000000
983,Matrox,Matrox Unknown,Matrox,2.00000,GDDR5,409.0000000000
984,NVidia,GeForce 1030,Asus,2.00000,GDDR5,100.0000000000
985,NVidia,GeForce 1030,EVGA,2.00000,GDDR5,100.5000000000
986,NVidia,GeForce 1030,Gainward,2.00000,GDDR5,63.2600000000
987,NVidia,GeForce 1030,GALAX,2.00000,GDDR5,105.9800000000
988,NVidia,GeForce 1030,Gigabyte,2.00000,GDDR5,100.1666666666
989,NVidia,GeForce 1030,Inno3D,2.00000,GDDR5,51.2300000000
990,NVidia,GeForce 1030,KFA2,2.00000,GDDR5,63.8000000000
991,NVidia,GeForce 1030,MSI,2.00000,GDDR5,100.3233333333
992,NVidia,GeForce 1030,Palit,2.00000,GDDR5,56.9900000000
993,NVidia,GeForce 1030,PNY,2.00000,GDDR5,100.5000000000
994,NVidia,GeForce 1030,Zotac,2.00000,GDDR5,100.0200000000
995,NVidia,GeForce 1050,Asus,2.00000,GDDR5,100.1050000000
996,NVidia,GeForce 1050,EVGA,2.00000,GDDR5,100.3133333333
997,NVidia,GeForce 1050,Gainward,2.00000,GDDR5,102.9500000000
998,NVidia,GeForce 1050,GALAX,2.00000,GDDR5,100.6900000000
999,NVidia,GeForce 1050,Gigabyte,2.00000,GDDR5,100.0350000000
1000,NVidia,GeForce 1050,Inno3D,2.00000,GDDR5,100.9650000000
1001,NVidia,GeForce 1050,KFA2,2.00000,GDDR5,104.9900000000
1002,NVidia,GeForce 1050,Manli,2.00000,GDDR5,112.7800000000
1003,NVidia,GeForce 1050,MSI,2.00000,GDDR5,100.4450000000
1004,NVidia,GeForce 1050,Palit,2.00000,GDDR5,100.4500000000
1005,NVidia,GeForce 1050,PNY,2.00000,GDDR5,102.8200000000
1006,NVidia,GeForce 1050,Zotac,2.00000,GDDR5,102.7600000000
1007,NVidia,GeForce 1050 Ti,Asus,4.00000,GDDR5,102.6900000000
1008,NVidia,GeForce 1050 Ti,EVGA,4.00000,GDDR5,102.8100000000
1009,NVidia,GeForce 1050 Ti,Gainward,4.00000,GDDR5,127.9000000000
1010,NVidia,GeForce 1050 Ti,GALAX,4.00000,GDDR5,129.6800000000
1011,NVidia,GeForce 1050 Ti,Gigabyte,4.00000,GDDR5,116.6900000000
1012,NVidia,GeForce 1050 Ti,Inno3D,4.00000,GDDR5,126.6800000000
1013,NVidia,GeForce 1050 Ti,KFA2,4.00000,GDDR5,130.9900000000
1014,NVidia,GeForce 1050 Ti,Manli,4.00000,GDDR5,144.9000000000
1015,NVidia,GeForce 1050 Ti,MSI,4.00000,GDDR5,116.4000000000
1016,NVidia,GeForce 1050 Ti,Palit,4.00000,GDDR5,117.9000000000
1017,NVidia,GeForce 1050 Ti,PNY,4.00000,GDDR5,109.9900000000
1018,NVidia,GeForce 1050 Ti,Zotac,4.00000,GDDR5,103.1400000000
1019,NVidia,GeForce 1060,Aorus,6.00000,GDDR5,1338.7000000000
1020,NVidia,GeForce 1060,Asus,3.00000,GDDR5,149.9900000000
1021,NVidia,GeForce 1060,Asus,6.00000,GDDR5,215.9400000000
1022,NVidia,GeForce 1060,EVGA,3.00000,GDDR5,1038.2400000000
1023,NVidia,GeForce 1060,EVGA,6.00000,GDDR5,1.0000000000
1024,NVidia,GeForce 1060,Gainward,3.00000,GDDR5,172.9000000000
1025,NVidia,GeForce 1060,Gainward,6.00000,GDDR5,137.0000000000
1026,NVidia,GeForce 1060,GALAX,3.00000,GDDR5,161.2600000000
1027,NVidia,GeForce 1060,GALAX,6.00000,GDDR5,209.9900000000
1028,NVidia,GeForce 1060,Gigabyte,3.00000,GDDR5,108.9950000000
1029,NVidia,GeForce 1060,Gigabyte,6.00000,GDDR5,193.4300000000
1030,NVidia,GeForce 1060,Inno3D,3.00000,GDDR5,174.9900000000
1031,NVidia,GeForce 1060,Inno3D,6.00000,GDDR5,199.9400000000
1032,NVidia,GeForce 1060,KFA2,3.00000,GDDR5,173.1600000000
1033,NVidia,GeForce 1060,KFA2,6.00000,GDDR5,243.4050000000
1034,NVidia,GeForce 1060,Manli,3.00000,GDDR5,201.6150000000
1035,NVidia,GeForce 1060,Manli,6.00000,GDDR5,257.7800000000
1036,NVidia,GeForce 1060,MSI,3.00000,GDDR5,159.9900000000
1037,NVidia,GeForce 1060,MSI,6.00000,GDDR4,276.9700000000
1038,NVidia,GeForce 1060,MSI,6.00000,GDDR5,1477.3250000000
1039,NVidia,GeForce 1060,NVidia,6.00000,GDDR5,0
1040,NVidia,GeForce 1060,Palit,3.00000,GDDR5,160.0000000000
1041,NVidia,GeForce 1060,Palit,6.00000,GDDR5,1.2000000000
1042,NVidia,GeForce 1060,PNY,3.00000,GDDR5,174.9800000000
1043,NVidia,GeForce 1060,PNY,6.00000,GDDR5,219.9900000000
1044,NVidia,GeForce 1060,Zotac,3.00000,GDDR5,1230.4000000000
1045,NVidia,GeForce 1060,Zotac,6.00000,GDDR5,179.0000000000
1046,NVidia,GeForce 1070,Aorus,8.00000,GDDR5,1130.0300000000
1047,NVidia,GeForce 1070,Asus,8.00000,GDDR5,1001.8800000000
1048,NVidia,GeForce 1070,EVGA,8.00000,GDDR5,1002.8650000000
1049,NVidia,GeForce 1070,Gainward,8.00000,GDDR5,344.0000000000
1050,NVidia,GeForce 1070,GALAX,8.00000,GDDR5,340.2800000000
1051,NVidia,GeForce 1070,Gigabyte,8.00000,GDDR5,1024.4900000000
1052,NVidia,GeForce 1070,Inno3D,8.00000,GDDR5,353.9200000000
1053,NVidia,GeForce 1070,KFA2,8.00000,GDDR5,389.8000000000
1054,NVidia,GeForce 1070,MSI,8.00000,GDDR5,1007.3100000000
1055,NVidia,GeForce 1070,NVidia,8.00000,GDDR5,387.9900000000
1056,NVidia,GeForce 1070,OcUK,8.00000,GDDR5,0
1057,NVidia,GeForce 1070,Palit,8.00000,GDDR5,296.4850000000
1058,NVidia,GeForce 1070,Palit,8.00000,GDDR5X,371.9900000000
1059,NVidia,GeForce 1070,PNY,8.00000,GDDR5,1071.3600000000
1060,NVidia,GeForce 1070,Zotac,8.00000,GDDR5,303.0566666666
1061,NVidia,GeForce 1070 Ti,Aorus,8.00000,GDDR5,478.3400000000
1062,NVidia,GeForce 1070 Ti,Asus,8.00000,GDDR5,1001.0000000000
1063,NVidia,GeForce 1070 Ti,EVGA,8.00000,GDDR5,1004.0000000000
1064,NVidia,GeForce 1070 Ti,Gainward,8.00000,GDDR5,406.1900000000
1065,NVidia,GeForce 1070 Ti,GALAX,8.00000,GDDR5,439.49
1066,NVidia,GeForce 1070 Ti,Gigabyte,8.00000,GDDR5,1067.9900000000
1067,NVidia,GeForce 1070 Ti,Inno3D,8.00000,GDDR5,410.3200000000
1068,NVidia,GeForce 1070 Ti,KFA2,8.00000,GDDR5,439.4900000000
1069,NVidia,GeForce 1070 Ti,MSI,8.00000,GDDR5,1014.1250000000
1070,NVidia,GeForce 1070 Ti,Palit,8.00000,GDDR5,409.0400000000
1071,NVidia,GeForce 1070 Ti,PNY,8.00000,GDDR5,1039.9800000000
1072,NVidia,GeForce 1070 Ti,Zotac,8.00000,GDDR5,1011.9900000000
1073,NVidia,GeForce 1080,Aorus,8.00000,GDDR5X,1001.0000000000
1074,NVidia,GeForce 1080,Asus,8.00000,GDDR5X,1000.0000000000
1075,NVidia,GeForce 1080,Corsair,8.00000,GDDR5X,1149.0000000000
1076,NVidia,GeForce 1080,EVGA,8.00000,GDDR5X,1000.1342857142
1077,NVidia,GeForce 1080,Gainward,8.00000,GDDR5X,1049.0000000000
1078,NVidia,GeForce 1080,GALAX,8.00000,GDDR5X,1025.9800000000
1079,NVidia,GeForce 1080,Gigabyte,8.00000,GDDR5X,1000.0000000000
1080,NVidia,GeForce 1080,Inno3D,8.00000,GDDR5X,1011.7000000000
1081,NVidia,GeForce 1080,KFA2,8.00000,GDDR5X,449.9900000000
1082,NVidia,GeForce 1080,Manli,8.00000,GDDR5X,523.5000000000
1083,NVidia,GeForce 1080,MSI,8.00000,GDDR5X,1000.0000000000
1084,NVidia,GeForce 1080,NVidia,8.00000,GDDR5X,549.9900000000
1085,NVidia,GeForce 1080,Palit,8.00000,GDDR5X,2503.9550000000
1086,NVidia,GeForce 1080,PNY,8.00000,GDDR5X,1008.2033333333
1087,NVidia,GeForce 1080,Zotac,8.00000,GDDR5X,1001.0000000000
1088,NVidia,GeForce 1080 Ti,AMD,11.00000,GDDR5X,1023.5300000000
1089,NVidia,GeForce 1080 Ti,Aorus,11.00000,GDDR5X,1000.0000000000
1090,NVidia,GeForce 1080 Ti,Asus,11.00000,GDDR5X,1000.5000000000
1091,NVidia,GeForce 1080 Ti,Colorful iGame,11.00000,GDDR5X,1004.1200000000
1092,NVidia,GeForce 1080 Ti,Corsair,11.00000,GDDR5X,1115.9800000000
1093,NVidia,GeForce 1080 Ti,EVGA,11.00000,GDDR5X,1000.0000000000
1094,NVidia,GeForce 1080 Ti,Gainward,11.00000,GDDR5X,590.2400000000
1095,NVidia,GeForce 1080 Ti,GALAX,11.00000,GDDR5X,1000.6650000000
1096,NVidia,GeForce 1080 Ti,Gigabyte,11.00000,GDDR5X,1002.4900000000
1097,NVidia,GeForce 1080 Ti,HP,11.00000,GDDR5X,0
1098,NVidia,GeForce 1080 Ti,Inno3D,11.00000,GDDR5,689.0300000000
1099,NVidia,GeForce 1080 Ti,Inno3D,11.00000,GDDR5X,597.9700000000
1100,NVidia,GeForce 1080 Ti,KFA2,11.00000,GDDR5X,1004.2888888888
1101,NVidia,GeForce 1080 Ti,MSI,11.00000,GDDR5,677.3400000000
1102,NVidia,GeForce 1080 Ti,MSI,11.00000,GDDR5X,1000.0000000000
1103,NVidia,GeForce 1080 Ti,NVidia,11.00000,GDDR5X,1129.0000000000
1104,NVidia,GeForce 1080 Ti,OcUK,11.00000,GDDR5X,0
1105,NVidia,GeForce 1080 Ti,Palit,11.00000,GDDR5X,1003.8866666666
1106,NVidia,GeForce 1080 Ti,PNY,11.00000,GDDR5X,1004.9800000000
1107,NVidia,GeForce 1080 Ti,Zotac,11.00000,GDDR5X,1000.0000000000
1108,NVidia,GeForce 210,Asus,.50000,GDDR3,35
1109,NVidia,GeForce 210,Asus,1.00000,GDDR2,21.7600000000
1110,NVidia,GeForce 210,Asus,1.00000,GDDR3,14.7400000000
1111,NVidia,GeForce 210,EVGA,.50000,GDDR3,22.3200000000
1112,NVidia,GeForce 210,EVGA,1.00000,GDDR3,12.3400000000
1113,NVidia,GeForce 210,Gainward,.50000,GDDR2,23.55
1114,NVidia,GeForce 210,Gainward,1.00000,GDDR3,21.8200000000
1115,NVidia,GeForce 210,GALAX,1.00000,GDDR2,0
1116,NVidia,GeForce 210,GALAX,1.00000,GDDR3,21.2800000000
1117,NVidia,GeForce 210,Gigabyte,1.00000,GDDR2,23.4800000000
1118,NVidia,GeForce 210,Gigabyte,1.00000,GDDR3,15.9900000000
1119,NVidia,GeForce 210,Inno3D,.50000,GDDR3,25.9200000000
1120,NVidia,GeForce 210,MSI,1.00000,GDDR3,14.0000000000
1121,NVidia,GeForce 210,Palit,1.00000,GDDR3,14.9900000000
1122,NVidia,GeForce 210,PNY,.50000,GDDR2,14.1800000000
1123,NVidia,GeForce 210,PNY,.50000,GDDR3,100.0275000000
1124,NVidia,GeForce 210,PNY,1.00000,GDDR3,24.7600000000
1125,NVidia,GeForce 210,Point of View,.50000,GDDR3,26.6800000000
1126,NVidia,GeForce 210,Point of View,1.00000,GDDR3,28.95
1127,NVidia,GeForce 210,Sparkle,1.00000,GDDR3,14.8700000000
1128,NVidia,GeForce 210,Zotac,.50000,GDDR2,26.6300000000
1129,NVidia,GeForce 210,Zotac,1.00000,GDDR3,18.2600000000
1130,NVidia,GeForce 220,GALAX,1.00000,GDDR2,0
1131,NVidia,GeForce 220,XFX,1.00000,GDDR2,118.58
1132,NVidia,GeForce 240,Asus,.50000,GDDR3,337.2
1133,NVidia,GeForce 250,Asus,.50000,GDDR3,0
1134,NVidia,GeForce 250,Asus,1.00000,GDDR3,0
1135,NVidia,GeForce 250,EVGA,.50000,GDDR3,100.74
1136,NVidia,GeForce 250,EVGA,1.00000,GDDR3,131.94
1137,NVidia,GeForce 250,GALAX,1.00000,GDDR3,0
1138,NVidia,GeForce 250,Gigabyte,1.00000,GDDR3,119.99
1139,NVidia,GeForce 250,Palit,1.00000,GDDR3,145.88
1140,NVidia,GeForce 250,Point of View,1.00000,GDDR3,59.0000000000
1141,NVidia,GeForce 250,XFX,.50000,GDDR3,95.94
1142,NVidia,GeForce 250,XFX,1.00000,GDDR3,0
1143,NVidia,GeForce 250,Zotac,1.00000,GDDR3,0
1144,NVidia,GeForce 260,Asus,.87500,GDDR3,150.9
1145,NVidia,GeForce 260,BFG Technologies,.87500,GDDR3,183.59
1146,NVidia,GeForce 260,EVGA,.87500,GDDR3,167.94
1147,NVidia,GeForce 260,Gigabyte,.87500,GDDR3,0
1148,NVidia,GeForce 260,Zotac,.87500,GDDR3,193.14
1149,NVidia,GeForce 275,Gigabyte,.87500,GDDR3,0
1150,NVidia,GeForce 280,Asus,1.00000,GDDR3,335.94
1151,NVidia,GeForce 280,BFG Technologies,1.00000,GDDR3,299.94
1152,NVidia,GeForce 280,EVGA,1.00000,GDDR3,347.94
1153,NVidia,GeForce 285,Asus,1.00000,GDDR3,328.985
1154,NVidia,GeForce 285,BFG Technologies,1.00000,GDDR3,312.99
1155,NVidia,GeForce 285,Gigabyte,2.00000,GDDR3,0
1156,NVidia,GeForce 295,BFG Technologies,1.75000,GDDR3,383.94
1157,NVidia,GeForce 295,Gigabyte,1.75000,GDDR3,0
1158,NVidia,GeForce 430,Asus,1.00000,GDDR3,338.5000000000
1159,NVidia,GeForce 430,ECS Elitegroup,1.00000,GDDR3,0
1160,NVidia,GeForce 430,ECS Elitegroup,2.00000,GDDR3,0
1161,NVidia,GeForce 430,EVGA,1.00000,GDDR3,39.8300000000
1162,NVidia,GeForce 430,Gainward,1.00000,GDDR3,51.95
1163,NVidia,GeForce 430,GALAX,1.00000,GDDR3,0
1164,NVidia,GeForce 430,Gigabyte,.50000,GDDR3,44.2300000000
1165,NVidia,GeForce 430,Gigabyte,1.00000,GDDR3,52.9500000000
1166,NVidia,GeForce 430,Gigabyte,2.00000,GDDR3,69.5
1167,NVidia,GeForce 430,Jaton,1.00000,GDDR3,0
1168,NVidia,GeForce 430,MSI,1.00000,GDDR3,29
1169,NVidia,GeForce 430,MSI,2.00000,GDDR3,39.5
1170,NVidia,GeForce 430,MSI,4.00000,GDDR3,0
1171,NVidia,GeForce 430,PNY,1.00000,GDDR3,197
1172,NVidia,GeForce 430,Point of View,1.00000,GDDR3,44.95
1173,NVidia,GeForce 430,Sparkle,.50000,GDDR3,0
1174,NVidia,GeForce 430,Sparkle,1.00000,GDDR3,59.95
1175,NVidia,GeForce 430,Sparkle,2.00000,GDDR3,0
1176,NVidia,GeForce 430,XFX,1.00000,GDDR3,0
1177,NVidia,GeForce 430,XFX,2.00000,GDDR3,0
1178,NVidia,GeForce 430,Zotac,.50000,GDDR3,0
1179,NVidia,GeForce 430,Zotac,1.00000,GDDR3,237
1180,NVidia,GeForce 430,Zotac,2.00000,GDDR3,207
1181,NVidia,GeForce 440,Asus,1.00000,GDDR3,89.5
1182,NVidia,GeForce 440,Asus,1.00000,GDDR5,104
1183,NVidia,GeForce 440,ECS Elitegroup,.50000,GDDR5,0
1184,NVidia,GeForce 440,ECS Elitegroup,1.00000,GDDR3,0
1185,NVidia,GeForce 440,ECS Elitegroup,1.00000,GDDR5,0
1186,NVidia,GeForce 440,ECS Elitegroup,2.00000,GDDR3,0
1187,NVidia,GeForce 440,EVGA,1.00000,GDDR3,81.5
1188,NVidia,GeForce 440,Gainward,1.00000,GDDR5,74.95
1189,NVidia,GeForce 440,GALAX,1.00000,GDDR3,0
1190,NVidia,GeForce 440,GALAX,2.00000,GDDR3,0
1191,NVidia,GeForce 440,Gigabyte,1.00000,GDDR3,67.5
1192,NVidia,GeForce 440,Gigabyte,2.00000,GDDR3,80.5
1193,NVidia,GeForce 440,MSI,1.00000,GDDR3,0
1194,NVidia,GeForce 440,PNY,1.00000,GDDR5,0
1195,NVidia,GeForce 440,Point of View,1.00000,GDDR3,52.95
1196,NVidia,GeForce 440,Point of View,2.00000,GDDR3,57.95
1197,NVidia,GeForce 440,Sparkle,.50000,GDDR5,0
1198,NVidia,GeForce 440,Sparkle,1.00000,GDDR3,0
1199,NVidia,GeForce 440,Sparkle,2.00000,GDDR3,0
1200,NVidia,GeForce 440,Zotac,.50000,GDDR5,0
1201,NVidia,GeForce 440,Zotac,1.00000,GDDR3,0
1202,NVidia,GeForce 440,Zotac,2.00000,GDDR3,0
1203,NVidia,GeForce 450,Asus,1.00000,GDDR5,130.81
1204,NVidia,GeForce 450,ECS Elitegroup,1.00000,GDDR5,0
1205,NVidia,GeForce 450,EVGA,1.00000,GDDR5,120
1206,NVidia,GeForce 450,GALAX,1.00000,GDDR5,0
1207,NVidia,GeForce 450,Gigabyte,1.00000,GDDR3,0
1208,NVidia,GeForce 450,Gigabyte,1.00000,GDDR5,0
1209,NVidia,GeForce 450,MSI,1.00000,GDDR3,105.5
1210,NVidia,GeForce 450,MSI,1.00000,GDDR5,0
1211,NVidia,GeForce 450,MSI,2.00000,GDDR3,103.5
1212,NVidia,GeForce 450,PNY,1.00000,GDDR5,0
1213,NVidia,GeForce 450,Sparkle,1.00000,GDDR5,0
1214,NVidia,GeForce 450,Sparkle,2.00000,GDDR3,0
1215,NVidia,GeForce 450,Zotac,1.00000,GDDR3,49.19
1216,NVidia,GeForce 450,Zotac,1.00000,GDDR5,0
1217,NVidia,GeForce 460,Asus,.75000,GDDR5,0
1218,NVidia,GeForce 460,Asus,1.00000,GDDR5,0
1219,NVidia,GeForce 460,ECS Elitegroup,1.00000,GDDR5,0
1220,NVidia,GeForce 460,EVGA,.75000,GDDR5,0
1221,NVidia,GeForce 460,EVGA,1.00000,GDDR5,0
1222,NVidia,GeForce 460,EVGA,2.00000,GDDR5,0
1223,NVidia,GeForce 460,Gainward,1.00000,GDDR5,148
1224,NVidia,GeForce 460,GALAX,.75000,GDDR5,0
1225,NVidia,GeForce 460,GALAX,1.00000,GDDR5,0
1226,NVidia,GeForce 460,Gigabyte,.75000,GDDR5,0
1227,NVidia,GeForce 460,Gigabyte,1.00000,GDDR5,127.86
1228,NVidia,GeForce 460,MSI,.75000,GDDR5,0
1229,NVidia,GeForce 460,MSI,1.00000,GDDR5,24
1230,NVidia,GeForce 460,Palit,1.00000,GDDR5,118.02
1231,NVidia,GeForce 460,PNY,1.00000,GDDR5,0
1232,NVidia,GeForce 460,Sparkle,.75000,GDDR5,0
1233,NVidia,GeForce 460,Sparkle,1.00000,GDDR5,0
1234,NVidia,GeForce 460,Sparkle,2.00000,GDDR5,189.95
1235,NVidia,GeForce 460,Zotac,.75000,GDDR5,0
1236,NVidia,GeForce 460,Zotac,1.00000,GDDR5,0
1237,NVidia,GeForce 460,Zotac,2.00000,GDDR5,0
1238,NVidia,GeForce 465,Asus,1.00000,GDDR5,0
1239,NVidia,GeForce 465,EVGA,1.00000,GDDR5,0
1240,NVidia,GeForce 465,GALAX,1.00000,GDDR5,0
1241,NVidia,GeForce 465,Gigabyte,1.00000,GDDR5,0
1242,NVidia,GeForce 465,MSI,1.00000,GDDR5,0
1243,NVidia,GeForce 465,PNY,1.00000,GDDR5,0
1244,NVidia,GeForce 465,Sparkle,1.00000,GDDR5,0
1245,NVidia,GeForce 465,Zotac,1.00000,GDDR5,0
1246,NVidia,GeForce 470,Asus,1.25000,GDDR5,0
1247,NVidia,GeForce 470,EVGA,1.25000,GDDR5,0
1248,NVidia,GeForce 470,GALAX,1.25000,GDDR5,0
1249,NVidia,GeForce 470,Gigabyte,1.25000,GDDR5,0
1250,NVidia,GeForce 470,MSI,1.25000,GDDR5,0
1251,NVidia,GeForce 470,PNY,1.25000,GDDR5,0
1252,NVidia,GeForce 470,Point of View,1.25000,GDDR5,137.7
1253,NVidia,GeForce 470,Sparkle,1.25000,GDDR5,0
1254,NVidia,GeForce 470,Zotac,1.25000,GDDR5,0
1255,NVidia,GeForce 480,Asus,1.50000,GDDR5,0
1256,NVidia,GeForce 480,EVGA,1.50000,GDDR5,0
1257,NVidia,GeForce 480,Gigabyte,1.50000,GDDR5,388.7000000000
1258,NVidia,GeForce 480,MSI,1.50000,GDDR5,0
1259,NVidia,GeForce 480,PNY,1.50000,GDDR5,0
1260,NVidia,GeForce 480,Zotac,1.50000,GDDR5,0
1261,NVidia,GeForce 520,Asus,1.00000,GDDR3,56
1262,NVidia,GeForce 520,ECS Elitegroup,1.00000,GDDR3,0
1263,NVidia,GeForce 520,ECS Elitegroup,2.00000,GDDR3,0
1264,NVidia,GeForce 520,EVGA,1.00000,GDDR3,53
1265,NVidia,GeForce 520,EVGA,2.00000,GDDR3,60.5
1266,NVidia,GeForce 520,Gainward,1.00000,GDDR3,34.3100000000
1267,NVidia,GeForce 520,Gainward,2.00000,GDDR3,41.95
1268,NVidia,GeForce 520,GALAX,1.00000,GDDR3,0
1269,NVidia,GeForce 520,GALAX,2.00000,GDDR3,0
1270,NVidia,GeForce 520,Gigabyte,1.00000,GDDR3,45
