Id,Processor_Manufacturer,Processor,GPU_Manufacturer,Memory_Capacity,Memory_Type,Price_Original
527,AMD,Radeon HD 7970,Gigabyte,3.00000,GDDR5,289.1200000000
528,AMD,Radeon HD 7970,HIS,3.00000,GDDR5,0
529,AMD,Radeon HD 7970,HP,3.00000,GDDR5,0
530,AMD,Radeon HD 7970,MSI,3.00000,GDDR5,405.08
531,AMD,Radeon HD 7970,PowerColor,3.00000,GDDR5,231.12
532,AMD,Radeon HD 7970,Sapphire,3.00000,GDDR5,323.9900000000
533,AMD,Radeon HD 7970,Sapphire,6.00000,GDDR5,0
534,AMD,Radeon HD 7970,VisionTek,3.00000,GDDR5,0
535,AMD,Radeon HD 7970,XFX,3.00000,GDDR5,182.7200000000
536,AMD,Radeon HD 7990,Asus,6.00000,GDDR5,1629
537,AMD,Radeon HD 7990,HIS,6.00000,GDDR5,0
538,AMD,Radeon HD 7990,PowerColor,6.00000,GDDR5,779.28
539,AMD,Radeon HD 7990,Sapphire,6.00000,GDDR5,1002
540,AMD,Radeon HD 7990,XFX,6.00000,GDDR5,509.97
541,AMD,Radeon Pro Duo,AMD,32.00000,GDDR5,1000.0500000000
542,AMD,Radeon Pro Duo,Sapphire,8.00000,HBM,1019.0100000000
543,AMD,Radeon Pro Duo,XFX,8.00000,HBM,1003.4700000000
544,AMD,Radeon Pro SSG,AMD,16.00000,HBM2,4159.9900000000
545,AMD,Radeon Pro WX 2100,AMD,2.00000,GDDR5,1000.0000000000
546,AMD,Radeon Pro WX 3100,AMD,4.00000,GDDR5,1231.0000000000
547,AMD,Radeon Pro WX 4100,AMD,4.00000,GDDR5,224.2700000000
548,AMD,Radeon Pro WX 5100,AMD,8.00000,GDDR5,254.5300000000
549,AMD,Radeon Pro WX 7100,AMD,8.00000,GDDR5,1009.1700000000
550,AMD,Radeon Pro WX 9100,AMD,16.00000,HBM2,1378.9600000000
551,AMD,Radeon R5 230,Asus,1.00000,GDDR3,100.1700000000
552,AMD,Radeon R5 230,Asus,2.00000,GDDR3,27.8100000000
553,AMD,Radeon R5 230,Club 3D,1.00000,GDDR3,24.8900000000
554,AMD,Radeon R5 230,Diamond,1.00000,GDDR3,110.0900000000
555,AMD,Radeon R5 230,Gigabyte,1.00000,GDDR3,22.0500000000
556,AMD,Radeon R5 230,MSI,1.00000,GDDR3,24.9800000000
557,AMD,Radeon R5 230,MSI,2.00000,GDDR3,164.4100000000
558,AMD,Radeon R5 230,PowerColor,1.00000,GDDR3,26.9800000000
559,AMD,Radeon R5 230,PowerColor,2.00000,GDDR3,20.9150000000
560,AMD,Radeon R5 230,Sapphire,1.00000,GDDR3,23.8700000000
561,AMD,Radeon R5 230,Sapphire,2.00000,GDDR3,28.5700000000
562,AMD,Radeon R5 230,XFX,1.00000,GDDR3,22.7000000000
563,AMD,Radeon R5 230,XFX,2.00000,GDDR3,15.4800000000
564,AMD,Radeon R7 240,Asus,1.00000,GDDR3,41.8200000000
565,AMD,Radeon R7 240,Asus,2.00000,GDDR3,100.0000000000
566,AMD,Radeon R7 240,Asus,2.00000,GDDR5,65.0600000000
567,AMD,Radeon R7 240,Asus,4.00000,GDDR3,57.4800000000
568,AMD,Radeon R7 240,Asus,4.00000,GDDR5,100.9000000000
569,AMD,Radeon R7 240,Diamond,1.00000,GDDR5,0
570,AMD,Radeon R7 240,Diamond,2.00000,GDDR3,84.8800000000
571,AMD,Radeon R7 240,Gigabyte,2.00000,GDDR3,100.2100000000
572,AMD,Radeon R7 240,HIS,1.00000,GDDR5,0
573,AMD,Radeon R7 240,HIS,2.00000,GDDR3,100.3900000000
574,AMD,Radeon R7 240,HIS,4.00000,GDDR3,0
575,AMD,Radeon R7 240,MSI,2.00000,GDDR3,100.5000000000
576,AMD,Radeon R7 240,MSI,4.00000,GDDR3,45.3500000000
577,AMD,Radeon R7 240,PowerColor,1.00000,GDDR3,41.2500000000
578,AMD,Radeon R7 240,PowerColor,2.00000,GDDR3,104.4400000000
579,AMD,Radeon R7 240,PowerColor,4.00000,GDDR3,74.4900000000
580,AMD,Radeon R7 240,Sapphire,1.00000,GDDR3,23.3200000000
581,AMD,Radeon R7 240,Sapphire,1.00000,GDDR5,20.4000000000
582,AMD,Radeon R7 240,Sapphire,2.00000,GDDR3,43.9700000000
583,AMD,Radeon R7 240,Sapphire,4.00000,GDDR3,52.0200000000
584,AMD,Radeon R7 240,VisionTek,2.00000,GDDR3,102.5000000000
585,AMD,Radeon R7 240,VTX3D,2.00000,GDDR3,38.8000000000
586,AMD,Radeon R7 240,VTX3D,4.00000,GDDR3,35.7700000000
587,AMD,Radeon R7 240,XFX,1.00000,GDDR3,36.4000000000
588,AMD,Radeon R7 240,XFX,2.00000,GDDR3,110.5300000000
589,AMD,Radeon R7 240,XFX,4.00000,GDDR3,0
590,AMD,Radeon R7 250,Asus,1.00000,GDDR5,102.5600000000
591,AMD,Radeon R7 250,Asus,2.00000,GDDR3,58.9900000000
592,AMD,Radeon R7 250,Asus,2.00000,GDDR5,100.7700000000
593,AMD,Radeon R7 250,Club 3D,1.00000,GDDR5,70.0500000000
594,AMD,Radeon R7 250,Club 3D,2.00000,GDDR3,55.0900000000
595,AMD,Radeon R7 250,Diamond,1.00000,GDDR5,103.6300000000
596,AMD,Radeon R7 250,Gigabyte,1.00000,GDDR5,129
597,AMD,Radeon R7 250,Gigabyte,2.00000,GDDR3,105.0000000000
598,AMD,Radeon R7 250,Gigabyte,2.00000,GDDR5,124.5000000000
599,AMD,Radeon R7 250,HIS,1.00000,GDDR5,0
600,AMD,Radeon R7 250,HIS,2.00000,GDDR3,0
601,AMD,Radeon R7 250,MSI,1.00000,GDDR5,114.0000000000
602,AMD,Radeon R7 250,MSI,2.00000,GDDR3,100.8000000000
603,AMD,Radeon R7 250,PowerColor,1.00000,GDDR5,42.4600000000
604,AMD,Radeon R7 250,PowerColor,2.00000,GDDR3,48.6200000000
605,AMD,Radeon R7 250,PowerColor,2.00000,GDDR5,100.1200000000
606,AMD,Radeon R7 250,Sapphire,1.00000,GDDR5,101.9700000000
607,AMD,Radeon R7 250,Sapphire,2.00000,GDDR3,54.1900000000
608,AMD,Radeon R7 250,Sapphire,2.00000,GDDR5,60.4800000000
609,AMD,Radeon R7 250,Sapphire,4.00000,GDDR3,58.5100000000
610,AMD,Radeon R7 250,VisionTek,1.00000,GDDR5,101.9900000000
611,AMD,Radeon R7 250,VTX3D,2.00000,GDDR3,53.1000000000
612,AMD,Radeon R7 250,XFX,1.00000,GDDR5,54.86
613,AMD,Radeon R7 250,XFX,2.00000,GDDR3,113.5000000000
614,AMD,Radeon R7 250,XFX,4.00000,GDDR3,102.3500000000
615,AMD,Radeon R7 250E,Sapphire,1.00000,GDDR5,41.9000000000
616,AMD,Radeon R7 250E,Sapphire,2.00000,GDDR5,59.9600000000
617,AMD,Radeon R7 250E,Sapphire,4.00000,GDDR3,68.0400000000
618,AMD,Radeon R7 250X,Asus,1.00000,GDDR5,100.9900000000
619,AMD,Radeon R7 250X,Asus,2.00000,GDDR5,117.9900000000
620,AMD,Radeon R7 250X,Gigabyte,1.00000,GDDR5,99.57
621,AMD,Radeon R7 250X,Gigabyte,2.00000,GDDR5,103.17
622,AMD,Radeon R7 250X,HIS,1.00000,GDDR5,100.8350000000
623,AMD,Radeon R7 250X,MSI,1.00000,GDDR5,118.0000000000
624,AMD,Radeon R7 250X,MSI,2.00000,GDDR5,73.9800000000
625,AMD,Radeon R7 250X,PowerColor,1.00000,GDDR5,0
626,AMD,Radeon R7 250X,PowerColor,2.00000,GDDR5,107.9300000000
627,AMD,Radeon R7 250X,Sapphire,1.00000,GDDR5,59.9900000000
628,AMD,Radeon R7 250X,XFX,1.00000,GDDR5,134.5000000000
629,AMD,Radeon R7 250X,XFX,2.00000,GDDR3,100.7700000000
630,AMD,Radeon R7 250X,XFX,2.00000,GDDR5,103.9800000000
631,AMD,Radeon R7 260,Asus,1.00000,GDDR5,142.8000000000
632,AMD,Radeon R7 260,MSI,1.00000,GDDR5,100.0800000000
633,AMD,Radeon R7 260X,Asus,1.00000,GDDR5,66.66
634,AMD,Radeon R7 260X,Asus,2.00000,GDDR5,109.0800000000
635,AMD,Radeon R7 260X,Club 3D,2.00000,GDDR5,0
636,AMD,Radeon R7 260X,Gigabyte,1.00000,GDDR5,100.0600000000
637,AMD,Radeon R7 260X,Gigabyte,2.00000,GDDR5,100.0100000000
638,AMD,Radeon R7 260X,HIS,1.00000,GDDR5,171.98
639,AMD,Radeon R7 260X,HIS,2.00000,GDDR5,0
640,AMD,Radeon R7 260X,MSI,2.00000,GDDR5,100.2900000000
641,AMD,Radeon R7 260X,PowerColor,1.00000,GDDR5,100.0000000000
642,AMD,Radeon R7 260X,PowerColor,2.00000,GDDR5,111.7100000000
643,AMD,Radeon R7 260X,Sapphire,1.00000,GDDR5,64.7500000000
644,AMD,Radeon R7 260X,Sapphire,2.00000,GDDR5,100.1450000000
645,AMD,Radeon R7 260X,VisionTek,2.00000,GDDR5,195
646,AMD,Radeon R7 260X,XFX,1.00000,GDDR5,150.5000000000
647,AMD,Radeon R7 260X,XFX,2.00000,GDDR5,124.9000000000
648,AMD,Radeon R7 265,Asus,2.00000,GDDR5,109.1500000000
649,AMD,Radeon R7 265,Club 3D,2.00000,GDDR5,0
650,AMD,Radeon R7 265,Gigabyte,2.00000,GDDR5,183.5
651,AMD,Radeon R7 265,MSI,2.00000,GDDR5,129.07
652,AMD,Radeon R7 265,PowerColor,2.00000,GDDR5,0
653,AMD,Radeon R7 265,Sapphire,2.00000,GDDR5,106.8300000000
654,AMD,Radeon R7 265,XFX,1.00000,GDDR5,161.9900000000
655,AMD,Radeon R7 265,XFX,2.00000,GDDR5,105.1400000000
656,AMD,Radeon R7 350,Gigabyte,2.00000,GDDR3,44.9600000000
657,AMD,Radeon R7 350,Sapphire,2.00000,GDDR5,49.9900000000
658,AMD,Radeon R7 360,Asus,2.00000,GDDR5,100.0300000000
659,AMD,Radeon R7 360,Gigabyte,2.00000,GDDR5,100.0300000000
660,AMD,Radeon R7 360,HIS,2.00000,GDDR5,100.8500000000
661,AMD,Radeon R7 360,MSI,2.00000,GDDR5,100.4800000000
662,AMD,Radeon R7 360,PowerColor,2.00000,GDDR5,100.0600000000
663,AMD,Radeon R7 360,Sapphire,2.00000,GDDR5,108.9800000000
664,AMD,Radeon R7 360,VTX3D,2.00000,GDDR5,79.8200000000
665,AMD,Radeon R7 360,XFX,2.00000,GDDR5,100.6500000000
666,AMD,Radeon R7 370,Asus,2.00000,GDDR5,100.9800000000
667,AMD,Radeon R7 370,Asus,4.00000,GDDR5,109.9900000000
668,AMD,Radeon R7 370,Club 3D,2.00000,GDDR5,100.8000000000
669,AMD,Radeon R7 370,Gigabyte,2.00000,GDDR5,105.5400000000
670,AMD,Radeon R7 370,Gigabyte,4.00000,GDDR5,161.9700000000
671,AMD,Radeon R7 370,MSI,2.00000,GDDR5,107.9900000000
672,AMD,Radeon R7 370,MSI,4.00000,GDDR5,120.3200000000
673,AMD,Radeon R7 370,PowerColor,2.00000,GDDR5,101.9200000000
674,AMD,Radeon R7 370,PowerColor,4.00000,GDDR5,103.9800000000
675,AMD,Radeon R7 370,Sapphire,2.00000,GDDR5,100.7200000000
676,AMD,Radeon R7 370,Sapphire,4.00000,GDDR5,114.6200000000
677,AMD,Radeon R7 370,VisionTek,2.00000,GDDR5,123.9800000000
678,AMD,Radeon R7 370,VTX3D,2.00000,GDDR5,105.7700000000
679,AMD,Radeon R7 370,XFX,2.00000,GDDR5,100.0100000000
680,AMD,Radeon R7 370,XFX,4.00000,GDDR5,126.6500000000
681,AMD,Radeon R9 270,Asus,2.00000,GDDR5,102.7200000000
682,AMD,Radeon R9 270,Club 3D,2.00000,GDDR5,109.9200000000
683,AMD,Radeon R9 270,Gigabyte,2.00000,GDDR5,79.99
684,AMD,Radeon R9 270,HIS,2.00000,GDDR5,0
685,AMD,Radeon R9 270,MSI,2.00000,GDDR5,100.1100000000
686,AMD,Radeon R9 270,PowerColor,2.00000,GDDR5,100.4300000000
687,AMD,Radeon R9 270,Sapphire,2.00000,GDDR5,103.0800000000
688,AMD,Radeon R9 270,XFX,2.00000,GDDR5,101.9400000000
689,AMD,Radeon R9 270X,Asus,2.00000,GDDR5,114.9900000000
690,AMD,Radeon R9 270X,Asus,4.00000,GDDR5,166.0900000000
691,AMD,Radeon R9 270X,Club 3D,2.00000,GDDR5,0
692,AMD,Radeon R9 270X,Diamond,2.00000,GDDR5,227.5
693,AMD,Radeon R9 270X,Gigabyte,2.00000,GDDR5,235.0000000000
694,AMD,Radeon R9 270X,Gigabyte,4.00000,GDDR5,162.2800000000
695,AMD,Radeon R9 270X,HIS,2.00000,GDDR5,0
696,AMD,Radeon R9 270X,HIS,4.00000,GDDR5,0
697,AMD,Radeon R9 270X,MSI,2.00000,GDDR5,108.9800000000
698,AMD,Radeon R9 270X,MSI,4.00000,GDDR5,110.9400000000
699,AMD,Radeon R9 270X,PowerColor,2.00000,GDDR5,103.9800000000
700,AMD,Radeon R9 270X,Sapphire,2.00000,GDDR5,116.0650000000
701,AMD,Radeon R9 270X,Sapphire,4.00000,GDDR5,136.3000000000
702,AMD,Radeon R9 270X,VisionTek,2.00000,GDDR5,199.9900000000
703,AMD,Radeon R9 270X,XFX,2.00000,GDDR5,100.2100000000
704,AMD,Radeon R9 270X,XFX,4.00000,GDDR5,103.6900000000
705,AMD,Radeon R9 280,Asus,3.00000,GDDR5,155.0100000000
706,AMD,Radeon R9 280,Club 3D,3.00000,GDDR5,0
707,AMD,Radeon R9 280,Gigabyte,3.00000,GDDR5,136.4000000000
708,AMD,Radeon R9 280,HIS,3.00000,GDDR5,0
709,AMD,Radeon R9 280,MSI,3.00000,GDDR5,143.1400000000
710,AMD,Radeon R9 280,PowerColor,3.00000,GDDR5,136.1700000000
711,AMD,Radeon R9 280,Sapphire,3.00000,GDDR5,123.4100000000
712,AMD,Radeon R9 280,VisionTek,3.00000,GDDR5,217.2800000000
713,AMD,Radeon R9 280,XFX,3.00000,GDDR5,143.9900000000
714,AMD,Radeon R9 280X,Asus,3.00000,GDDR5,147.6800000000
715,AMD,Radeon R9 280X,Club 3D,3.00000,GDDR5,0
716,AMD,Radeon R9 280X,Diamond,3.00000,GDDR5,386
717,AMD,Radeon R9 280X,Gigabyte,3.00000,GDDR5,169.9900000000
718,AMD,Radeon R9 280X,HIS,3.00000,GDDR5,0
719,AMD,Radeon R9 280X,MSI,3.00000,GDDR5,127.96
720,AMD,Radeon R9 280X,MSI,6.00000,GDDR5,404.98
721,AMD,Radeon R9 280X,PowerColor,3.00000,GDDR5,161.2600000000
722,AMD,Radeon R9 280X,Sapphire,3.00000,GDDR5,177.2000000000
723,AMD,Radeon R9 280X,VisionTek,3.00000,GDDR5,272.9500000000
724,AMD,Radeon R9 280X,XFX,3.00000,GDDR5,124.5300000000
725,AMD,Radeon R9 285,Asus,2.00000,GDDR5,115.3300000000
726,AMD,Radeon R9 285,Gigabyte,2.00000,GDDR5,125.1400000000
727,AMD,Radeon R9 285,HIS,2.00000,GDDR5,0
728,AMD,Radeon R9 285,MSI,2.00000,GDDR5,0
729,AMD,Radeon R9 285,PowerColor,2.00000,GDDR5,119.99
730,AMD,Radeon R9 285,Sapphire,2.00000,GDDR5,142.9600000000
731,AMD,Radeon R9 285,VisionTek,2.00000,GDDR5,0
732,AMD,Radeon R9 285,XFX,2.00000,GDDR5,129.9800000000
733,AMD,Radeon R9 290,Asus,4.00000,GDDR5,153.6200000000
734,AMD,Radeon R9 290,Club 3D,4.00000,GDDR5,0
735,AMD,Radeon R9 290,Diamond,4.00000,GDDR5,546.4800000000
736,AMD,Radeon R9 290,Gigabyte,4.00000,GDDR5,187.8900000000
737,AMD,Radeon R9 290,HIS,4.00000,GDDR5,0
738,AMD,Radeon R9 290,MSI,4.00000,GDDR5,199.9800000000
739,AMD,Radeon R9 290,PowerColor,4.00000,GDDR5,195.6000000000
740,AMD,Radeon R9 290,Sapphire,4.00000,GDDR5,204.4900000000
741,AMD,Radeon R9 290,VisionTek,4.00000,GDDR5,309.9500000000
742,AMD,Radeon R9 290,VTX3D,4.00000,GDDR5,203.0000000000
743,AMD,Radeon R9 290,XFX,4.00000,GDDR5,199.4100000000
744,AMD,Radeon R9 290X,AMD,4.00000,GDDR5,255.8400000000
745,AMD,Radeon R9 290X,Asus,4.00000,GDDR5,168.4000000000
746,AMD,Radeon R9 290X,Club 3D,4.00000,GDDR5,0
747,AMD,Radeon R9 290X,Diamond,4.00000,GDDR5,0
748,AMD,Radeon R9 290X,Gigabyte,4.00000,GDDR5,200.6800000000
749,AMD,Radeon R9 290X,HIS,4.00000,GDDR5,0
750,AMD,Radeon R9 290X,MSI,4.00000,GDDR5,206.8400000000
751,AMD,Radeon R9 290X,MSI,8.00000,GDDR5,0
752,AMD,Radeon R9 290X,PowerColor,4.00000,GDDR5,134.7000000000
753,AMD,Radeon R9 290X,PowerColor,8.00000,GDDR5,0
754,AMD,Radeon R9 290X,Sapphire,4.00000,GDDR5,219.9900000000
755,AMD,Radeon R9 290X,Sapphire,8.00000,GDDR5,274.0000000000
756,AMD,Radeon R9 290X,VisionTek,4.00000,GDDR5,544.5000000000
757,AMD,Radeon R9 290X,XFX,4.00000,GDDR5,1137.0000000000
758,AMD,Radeon R9 290X,XFX,8.00000,GDDR5,318.2600000000
759,AMD,Radeon R9 295,Asus,8.00000,GDDR5,1113.0000000000
760,AMD,Radeon R9 295,Diamond,8.00000,GDDR5,0
761,AMD,Radeon R9 295,Gigabyte,8.00000,GDDR5,659.99
762,AMD,Radeon R9 295,HIS,8.00000,GDDR5,0
763,AMD,Radeon R9 295,MSI,8.00000,GDDR5,2252.0000000000
764,AMD,Radeon R9 295,PowerColor,8.00000,GDDR5,1004.5966666666
765,AMD,Radeon R9 295,Sapphire,8.00000,GDDR5,1198.0000000000
766,AMD,Radeon R9 295,VisionTek,8.00000,GDDR5,0
767,AMD,Radeon R9 295,XFX,8.00000,GDDR5,1198.5100000000
768,AMD,Radeon R9 380,Asus,2.00000,GDDR5,124.9900000000
769,AMD,Radeon R9 380,Asus,4.00000,GDDR5,124.8800000000
770,AMD,Radeon R9 380,Club 3D,4.00000,GDDR5,178.2300000000
771,AMD,Radeon R9 380,Gigabyte,2.00000,GDDR5,140.9100000000
772,AMD,Radeon R9 380,Gigabyte,4.00000,GDDR5,134.5200000000
773,AMD,Radeon R9 380,HIS,2.00000,GDDR5,219.9900000000
774,AMD,Radeon R9 380,HIS,4.00000,GDDR5,169.9900000000
775,AMD,Radeon R9 380,MSI,2.00000,GDDR5,108.0000000000
776,AMD,Radeon R9 380,MSI,4.00000,GDDR5,135.0000000000
777,AMD,Radeon R9 380,PowerColor,2.00000,GDDR5,153.9800000000
778,AMD,Radeon R9 380,PowerColor,4.00000,GDDR5,137.9900000000
779,AMD,Radeon R9 380,Sapphire,2.00000,GDDR5,119.9900000000
780,AMD,Radeon R9 380,Sapphire,4.00000,GDDR5,137.9900000000
781,AMD,Radeon R9 380,VisionTek,2.00000,GDDR5,199.9900000000
782,AMD,Radeon R9 380,VTX3D,2.00000,GDDR5,114.9800000000
783,AMD,Radeon R9 380,VTX3D,4.00000,GDDR5,159.9500000000
784,AMD,Radeon R9 380,XFX,2.00000,GDDR5,126.8800000000
785,AMD,Radeon R9 380,XFX,4.00000,GDDR5,144.9500000000
786,AMD,Radeon R9 380X,Asus,4.00000,GDDR5,149.9800000000
787,AMD,Radeon R9 380X,Gigabyte,4.00000,GDDR5,146.9900000000
788,AMD,Radeon R9 380X,PowerColor,4.00000,GDDR5,1355.9900000000
789,AMD,Radeon R9 380X,Sapphire,4.00000,GDDR5,161.9400000000
790,AMD,Radeon R9 380X,VisionTek,4.00000,GDDR5,193.9800000000
791,AMD,Radeon R9 380X,XFX,4.00000,GDDR5,163.7900000000
792,AMD,Radeon R9 390,Asus,8.00000,GDDR5,221.9900000000
793,AMD,Radeon R9 390,Club 3D,8.00000,GDDR5,252.3500000000
794,AMD,Radeon R9 390,Gigabyte,8.00000,GDDR5,144.7200000000
795,AMD,Radeon R9 390,HIS,8.00000,GDDR5,302.3100000000
796,AMD,Radeon R9 390,MSI,8.00000,GDDR5,209.4600000000
797,AMD,Radeon R9 390,PowerColor,8.00000,GDDR5,205.8800000000
798,AMD,Radeon R9 390,PowerColor,16.00000,GDDR5,1064.9800000000
799,AMD,Radeon R9 390,Sapphire,8.00000,GDDR5,208.0000000000
800,AMD,Radeon R9 390,VisionTek,8.00000,GDDR5,237.4950000000
801,AMD,Radeon R9 390,VTX3D,8.00000,GDDR5,229.1900000000
802,AMD,Radeon R9 390,XFX,8.00000,GDDR5,172.9600000000
803,AMD,Radeon R9 390X,Asus,8.00000,GDDR5,199.0000000000
804,AMD,Radeon R9 390X,Club 3D,8.00000,GDDR5,228.7300000000
805,AMD,Radeon R9 390X,Gigabyte,8.00000,GDDR5,258.4100000000
806,AMD,Radeon R9 390X,MSI,8.00000,GDDR5,202.7900000000
807,AMD,Radeon R9 390X,PowerColor,8.00000,GDDR5,280.6000000000
808,AMD,Radeon R9 390X,Sapphire,8.00000,GDDR5,199.9900000000
809,AMD,Radeon R9 390X,VisionTek,8.00000,GDDR5,413.9800000000
810,AMD,Radeon R9 390X,XFX,8.00000,GDDR5,187.2000000000
811,AMD,Radeon R9 Fury,Asus,4.00000,HBM,1066.4000000000
812,AMD,Radeon R9 Fury,Gigabyte,4.00000,HBM,287.7300000000
813,AMD,Radeon R9 Fury,PowerColor,4.00000,HBM,0
814,AMD,Radeon R9 Fury,Sapphire,4.00000,HBM,234.9900000000
815,AMD,Radeon R9 Fury,XFX,4.00000,HBM,239.9900000000
816,AMD,Radeon R9 Fury X,Asus,4.00000,HBM,1029.0000000000
817,AMD,Radeon R9 Fury X,Club 3D,4.00000,HBM,380.0600000000
818,AMD,Radeon R9 Fury X,Gigabyte,4.00000,HBM,276.5300000000
819,AMD,Radeon R9 Fury X,MSI,4.00000,HBM,374.0800000000
820,AMD,Radeon R9 Fury X,PowerColor,4.00000,HBM,350.0000000000
821,AMD,Radeon R9 Fury X,Sapphire,4.00000,HBM,228.0000000000
822,AMD,Radeon R9 Fury X,VTX3D,4.00000,HBM,273.0000000000
823,AMD,Radeon R9 Fury X,XFX,4.00000,HBM,304.9800000000
824,AMD,Radeon R9 Nano,Asus,4.00000,HBM,1043.0000000000
825,AMD,Radeon R9 Nano,Gigabyte,4.00000,HBM,1098.0000000000
826,AMD,Radeon R9 Nano,MSI,4.00000,HBM,370.4200000000
827,AMD,Radeon R9 Nano,PowerColor,4.00000,HBM,329.9900000000
828,AMD,Radeon R9 Nano,Sapphire,4.00000,HBM,359.9900000000
829,AMD,Radeon R9 Nano,VisionTek,4.00000,HBM,1038.9900000000
830,AMD,Radeon R9 Nano,VTX3D,4.00000,HBM,279.9900000000
831,AMD,Radeon R9 Nano,XFX,4.00000,HBM,242.3700000000
832,AMD,Radeon RX 460,Asus,2.00000,GDDR5,100.3900000000
833,AMD,Radeon RX 460,Asus,4.00000,GDDR5,107.0300000000
834,AMD,Radeon RX 460,Gigabyte,2.00000,GDDR5,100.6300000000
835,AMD,Radeon RX 460,Gigabyte,4.00000,GDDR5,100.0300000000
836,AMD,Radeon RX 460,HIS,2.00000,GDDR5,103.7900000000
837,AMD,Radeon RX 460,MSI,2.00000,GDDR5,100.0300000000
838,AMD,Radeon RX 460,MSI,4.00000,GDDR5,101.3700000000
839,AMD,Radeon RX 460,PowerColor,2.00000,GDDR5,101.9900000000
840,AMD,Radeon RX 460,PowerColor,4.00000,GDDR5,100.8000000000
841,AMD,Radeon RX 460,Sapphire,2.00000,GDDR5,100.0200000000
842,AMD,Radeon RX 460,Sapphire,4.00000,GDDR5,100.9800000000
843,AMD,Radeon RX 460,XFX,2.00000,GDDR5,100.4350000000
844,AMD,Radeon RX 460,XFX,4.00000,GDDR5,103.6900000000
845,AMD,Radeon RX 470,Asus,4.00000,GDDR5,138.1700000000
846,AMD,Radeon RX 470,Asus,8.00000,GDDR5,155.9400000000
847,AMD,Radeon RX 470,Gigabyte,4.00000,GDDR5,137.9900000000
848,AMD,Radeon RX 470,HIS,4.00000,GDDR5,169.9900000000
849,AMD,Radeon RX 470,MSI,4.00000,GDDR5,154.7500000000
850,AMD,Radeon RX 470,MSI,8.00000,GDDR5,164.9900000000
851,AMD,Radeon RX 470,PowerColor,4.00000,GDDR5,129.9900000000
852,AMD,Radeon RX 470,Sapphire,4.00000,GDDR5,134.1000000000
853,AMD,Radeon RX 470,Sapphire,8.00000,GDDR5,189.9800000000
854,AMD,Radeon RX 470,VisionTek,4.00000,GDDR5,149.9900000000
855,AMD,Radeon RX 470,XFX,4.00000,GDDR5,148.4100000000
856,AMD,Radeon RX 480,AMD,4.00000,GDDR5,104.4600000000
857,AMD,Radeon RX 480,AMD,8.00000,GDDR5,347.8900000000
858,AMD,Radeon RX 480,AMD,32.00000,GDDR5,1000.1900000000
859,AMD,Radeon RX 480,Aorus,4.00000,GDDR5,201.3600000000
860,AMD,Radeon RX 480,Aorus,8.00000,GDDR5,253.9900000000
861,AMD,Radeon RX 480,Asus,2.00000,GDDR5,101.3133333333
862,AMD,Radeon RX 480,Asus,4.00000,GDDR5,104.1800000000
863,AMD,Radeon RX 480,Asus,8.00000,GDDR5,167.9400000000
864,AMD,Radeon RX 480,Diamond,8.00000,GDDR5,328.9900000000
865,AMD,Radeon RX 480,Gigabyte,2.00000,GDDR5,100.1900000000
866,AMD,Radeon RX 480,Gigabyte,4.00000,GDDR5,143.9400000000
867,AMD,Radeon RX 480,Gigabyte,8.00000,GDDR5,194.6700000000
868,AMD,Radeon RX 480,HIS,8.00000,GDDR5,221.9900000000
869,AMD,Radeon RX 480,MSI,2.00000,GDDR5,100.9000000000
870,AMD,Radeon RX 480,MSI,4.00000,GDDR5,107.1700000000
871,AMD,Radeon RX 480,MSI,8.00000,GDDR5,198.2400000000
872,AMD,Radeon RX 480,PowerColor,2.00000,GDDR5,100.1500000000
873,AMD,Radeon RX 480,PowerColor,4.00000,GDDR5,144.9900000000
874,AMD,Radeon RX 480,PowerColor,8.00000,GDDR5,147.6000000000
875,AMD,Radeon RX 480,Sapphire,2.00000,GDDR5,100.0550000000
876,AMD,Radeon RX 480,Sapphire,4.00000,GDDR5,162.9900000000
877,AMD,Radeon RX 480,Sapphire,8.00000,GDDR5,195.0700000000
878,AMD,Radeon RX 480,VisionTek,8.00000,GDDR5,199.9900000000
879,AMD,Radeon RX 480,XFX,2.00000,GDDR5,100.8300000000
880,AMD,Radeon RX 480,XFX,4.00000,GDDR5,156.6166666666
881,AMD,Radeon RX 480,XFX,8.00000,GDDR5,187.9000000000
882,AMD,Radeon RX 550,Asus,2.00000,GDDR5,100.8300000000
883,AMD,Radeon RX 550,Asus,4.00000,GDDR5,100.0400000000
884,AMD,Radeon RX 550,Gigabyte,2.00000,GDDR5,100.1900000000
885,AMD,Radeon RX 550,HIS,2.00000,GDDR5,100.1322222222
886,AMD,Radeon RX 550,HIS,4.00000,GDDR5,0
887,AMD,Radeon RX 550,MSI,2.00000,GDDR5,100.9700000000
888,AMD,Radeon RX 550,PowerColor,2.00000,GDDR5,100.4300000000
889,AMD,Radeon RX 550,Sapphire,2.00000,GDDR5,100.4500000000
890,AMD,Radeon RX 550,Sapphire,4.00000,GDDR5,100.0000000000
891,AMD,Radeon RX 550,XFX,2.00000,GDDR5,100.4650000000
892,AMD,Radeon RX 550,XFX,4.00000,GDDR5,102.1833333333
893,AMD,Radeon RX 560,Asus,2.00000,GDDR5,103.0000000000
894,AMD,Radeon RX 560,Asus,4.00000,GDDR5,111.8650000000
